"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Census Region"	"Census Region Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"33 years"	"33"	92	842063	10.9
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"34 years"	"34"	86	842476	10.2
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"35 years"	"35"	118	845467	14.0
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"36 years"	"36"	126	816095	15.4
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"37 years"	"37"	147	830589	17.7
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"38 years"	"38"	179	826810	21.6
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"39 years"	"39"	166	817415	20.3
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"40 years"	"40"	162	835829	19.4
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"41 years"	"41"	177	781325	22.7
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"42 years"	"42"	186	766257	24.3
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"43 years"	"43"	196	758741	25.8
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"44 years"	"44"	198	735267	26.9
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"45 years"	"45"	200	758469	26.4
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"46 years"	"46"	250	734773	34.0
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"47 years"	"47"	272	748584	36.3
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"48 years"	"48"	321	781019	41.1
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"49 years"	"49"	343	816107	42.0
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"50 years"	"50"	339	816342	41.5
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"51 years"	"51"	471	766885	61.4
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"52 years"	"52"	448	748561	59.8
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"53 years"	"53"	433	744033	58.2
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"54 years"	"54"	495	756117	65.5
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"55 years"	"55"	573	797385	71.9
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"56 years"	"56"	669	806107	83.0
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"57 years"	"57"	667	797408	83.6
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"58 years"	"58"	739	786773	93.9
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"59 years"	"59"	741	785701	94.3
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"60 years"	"60"	742	787951	94.2
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"61 years"	"61"	778	752981	103.3
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"62 years"	"62"	772	740674	104.2
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"63 years"	"63"	736	728402	101.0
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"64 years"	"64"	764	697081	109.6
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"65 years"	"65"	711	685471	103.7
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"66 years"	"66"	715	652141	109.6
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"67 years"	"67"	658	622436	105.7
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"68 years"	"68"	699	594511	117.6
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"69 years"	"69"	645	575667	112.0
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"70 years"	"70"	592	560822	105.6
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"71 years"	"71"	623	544939	114.3
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"72 years"	"72"	653	539508	121.0
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"73 years"	"73"	647	560032	115.5
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"74 years"	"74"	507	405327	125.1
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"75 years"	"75"	519	394146	131.7
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"76 years"	"76"	491	376249	130.5
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"77 years"	"77"	546	375438	145.4
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"78 years"	"78"	478	317315	150.6
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"79 years"	"79"	436	282592	154.3
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"80 years"	"80"	429	258383	166.0
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"81 years"	"81"	399	234262	170.3
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"82 years"	"82"	368	212690	173.0
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"83 years"	"83"	386	185469	208.1
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"84 years"	"84"	382	166919	228.9
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"85 years"	"85"	338	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"86 years"	"86"	284	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"87 years"	"87"	281	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"88 years"	"88"	277	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"89 years"	"89"	242	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"90 years"	"90"	224	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"91 years"	"91"	187	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"92 years"	"92"	160	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"93 years"	"93"	131	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"94 years"	"94"	123	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"95 years"	"95"	89	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"96 years"	"96"	49	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"97 years"	"97"	52	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"98 years"	"98"	31	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"99 years"	"99"	19	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"100+ years"	"100"	34	Not Applicable	Not Applicable
"Total"	"2020"	"2020"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"			26480	62036170	42.7
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"0"	25	455159	5.5
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"24 years"	"24"	17	562979	Unreliable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"25 years"	"25"	11	580819	Unreliable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"26 years"	"26"	37	597280	6.2
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"27 years"	"27"	30	608855	4.9
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"28 years"	"28"	37	631970	5.9
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"29 years"	"29"	43	648287	6.6
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"30 years"	"30"	63	644474	9.8
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"31 years"	"31"	63	613069	10.3
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"32 years"	"32"	68	596986	11.4
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"33 years"	"33"	79	583794	13.5
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"34 years"	"34"	89	582951	15.3
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"35 years"	"35"	103	581164	17.7
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"36 years"	"36"	103	562417	18.3
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"37 years"	"37"	119	564749	21.1
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"38 years"	"38"	108	559272	19.3
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"39 years"	"39"	132	546643	24.1
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"40 years"	"40"	150	555341	27.0
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"41 years"	"41"	136	512361	26.5
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"42 years"	"42"	127	498237	25.5
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"43 years"	"43"	152	490485	31.0
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"44 years"	"44"	155	477103	32.5
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"45 years"	"45"	144	488599	29.5
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"46 years"	"46"	122	467671	26.1
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"47 years"	"47"	180	463638	38.8
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"48 years"	"48"	186	475822	39.1
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"49 years"	"49"	208	499385	41.7
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"50 years"	"50"	210	513303	40.9
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"51 years"	"51"	221	481045	45.9
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"52 years"	"52"	254	463407	54.8
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"53 years"	"53"	273	452746	60.3
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"54 years"	"54"	277	454208	61.0
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"55 years"	"55"	336	478391	70.2
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"56 years"	"56"	361	479351	75.3
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"57 years"	"57"	397	477195	83.2
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"58 years"	"58"	365	474554	76.9
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"59 years"	"59"	386	475596	81.2
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"60 years"	"60"	361	483297	74.7
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"61 years"	"61"	413	457107	90.4
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"62 years"	"62"	374	451515	82.8
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"63 years"	"63"	465	443200	104.9
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"64 years"	"64"	424	425690	99.6
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"65 years"	"65"	413	421709	97.9
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"66 years"	"66"	354	401424	88.2
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"67 years"	"67"	389	384340	101.2
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"68 years"	"68"	374	364823	102.5
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"69 years"	"69"	358	350343	102.2
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"70 years"	"70"	346	344718	100.4
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"71 years"	"71"	360	328578	109.6
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"72 years"	"72"	345	321046	107.5
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"73 years"	"73"	352	328292	107.2
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"74 years"	"74"	284	242578	117.1
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"75 years"	"75"	257	235884	109.0
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"76 years"	"76"	279	222030	125.7
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"77 years"	"77"	262	217165	120.6
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"78 years"	"78"	292	184994	157.8
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"79 years"	"79"	226	164577	137.3
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"80 years"	"80"	225	152768	147.3
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"81 years"	"81"	225	138301	162.7
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"82 years"	"82"	207	126263	163.9
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"83 years"	"83"	210	111640	188.1
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"84 years"	"84"	202	100290	201.4
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"85 years"	"85"	201	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"86 years"	"86"	207	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"87 years"	"87"	197	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"88 years"	"88"	148	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"89 years"	"89"	141	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"90 years"	"90"	168	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"91 years"	"91"	146	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"92 years"	"92"	120	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"93 years"	"93"	100	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"94 years"	"94"	78	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"95 years"	"95"	61	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"96 years"	"96"	57	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"97 years"	"97"	49	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"98 years"	"98"	24	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"99 years"	"99"	26	Not Applicable	Not Applicable
	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"100+ years"	"100"	37	Not Applicable	Not Applicable
"Total"	"2020"	"2020"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"			15576	39241219	39.7
"Total"	"2020"	"2020"	"Male"	"M"					66609	162256202	41.1
"Total"	"2020"	"2020"							123940	329484123	37.6
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"< 1 year"	"0"	13	279130	Unreliable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"28 years"	"28"	14	382028	Unreliable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"31 years"	"31"	17	396857	Unreliable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"32 years"	"32"	23	390165	5.9
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"33 years"	"33"	21	387973	5.4
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"34 years"	"34"	18	384080	Unreliable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"35 years"	"35"	26	381756	6.8
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"36 years"	"36"	30	377678	7.9
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"37 years"	"37"	24	366976	6.5
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"38 years"	"38"	35	370469	9.4
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"39 years"	"39"	36	369225	9.8
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"40 years"	"40"	36	363139	9.9
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"41 years"	"41"	42	362831	11.6
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"42 years"	"42"	48	352172	13.6
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"43 years"	"43"	45	344918	13.0
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"44 years"	"44"	52	341440	15.2
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"45 years"	"45"	35	331167	10.6
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"46 years"	"46"	71	336821	21.1
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"47 years"	"47"	57	331896	17.2
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"48 years"	"48"	63	338863	18.6
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"49 years"	"49"	69	359009	19.2
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"50 years"	"50"	91	386265	23.6
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"51 years"	"51"	116	386382	30.0
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"52 years"	"52"	102	378722	26.9
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"53 years"	"53"	94	376691	25.0
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"54 years"	"54"	123	384653	32.0
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"55 years"	"55"	126	393250	32.0
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"56 years"	"56"	109	408959	26.7
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"57 years"	"57"	145	416577	34.8
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"58 years"	"58"	144	415293	34.7
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"59 years"	"59"	164	415154	39.5
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"60 years"	"60"	158	415909	38.0
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"61 years"	"61"	174	409239	42.5
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"62 years"	"62"	167	404014	41.3
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"63 years"	"63"	191	400377	47.7
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"64 years"	"64"	159	391709	40.6
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"65 years"	"65"	179	373961	47.9
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"66 years"	"66"	187	363951	51.4
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"67 years"	"67"	192	349834	54.9
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"68 years"	"68"	209	334967	62.4
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"69 years"	"69"	194	322643	60.1
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"70 years"	"70"	203	308215	65.9
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"71 years"	"71"	197	295134	66.7
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"72 years"	"72"	226	288601	78.3
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"73 years"	"73"	208	283639	73.3
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"74 years"	"74"	273	298019	91.6
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"75 years"	"75"	193	213597	90.4
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"76 years"	"76"	214	204450	104.7
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"77 years"	"77"	232	200445	115.7
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"78 years"	"78"	232	205803	112.7
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"79 years"	"79"	234	177168	132.1
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"80 years"	"80"	232	158206	146.6
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"81 years"	"81"	227	145724	155.8
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"82 years"	"82"	242	136451	177.4
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"83 years"	"83"	244	129216	188.8
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"84 years"	"84"	195	116463	167.4
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"85 years"	"85"	229	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"86 years"	"86"	242	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"87 years"	"87"	229	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"88 years"	"88"	227	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"89 years"	"89"	232	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"90 years"	"90"	256	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"91 years"	"91"	255	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"92 years"	"92"	239	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"93 years"	"93"	210	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"94 years"	"94"	185	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"95 years"	"95"	177	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"96 years"	"96"	132	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"97 years"	"97"	97	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"98 years"	"98"	70	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"99 years"	"99"	61	Not Applicable	Not Applicable
	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"100+ years"	"100"	118	Not Applicable	Not Applicable
"Total"	"2021"	"2021"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"			10165	29093669	34.9
	"2021"	"2021"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"0"	19	363658	Unreliable
	"2021"	"2021"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"27 years"	"27"	14	441308	Unreliable
	"2021"	"2021"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"28 years"	"28"	17	448566	Unreliable
